CSIQ,FSLR,ENPH,DQ,JKS,SEDG,SPWR
34.099998,96.040001,172.240005,49.0,41.200001,21.76,21.76
36.0,94.470001,172.919998,50.369999,44.150002,21.82,21.82
36.330002,93.629997,172.910004,54.009998,45.23,21.5,21.5
36.23,93.68,172.429993,52.02,44.099998,21.24,21.24
36.889999,94.440002,174.990005,54.470001,44.450001,21.620001,21.620001
37.369999,95.690002,177.779999,64.0,49.080002,21.530001,21.530001
36.970001,94.0,173.729996,61.310001,49.200001,21.549999,21.549999
37.41,94.059998,176.429993,60.959999,50.189999,22.219999,22.219999
37.59,94.870003,176.889999,64.440002,51.619999,22.25,22.25
37.119999,94.059998,173.940002,61.75,51.43,21.83,21.83
37.380001,94.480003,168.729996,63.950001,51.57,21.959999,21.959999
36.389999,95.43,163.380005,60.709999,48.720001,21.309999,21.309999
36.900002,98.889999,161.360001,63.130001,48.849998,21.67,21.67
36.360001,99.410004,158.220001,61.349998,47.049999,21.26,21.26
37.73,106.169998,160.089996,62.220001,48.200001,22.209999,22.209999
37.09,105.160004,157.949997,61.0,46.779999,21.610001,21.610001
37.599998,104.699997,155.529999,62.16,48.709999,21.690001,21.690001
36.540001,103.290001,156.789993,60.43,46.939999,21.76,21.76
36.970001,104.019997,160.889999,61.93,48.080002,22.48,22.48
34.310001,95.690002,152.440002,56.75,43.709999,20.93,20.93
34.889999,95.010002,154.289993,58.639999,45.599998,21.09,21.09
35.34,95.709999,158.210007,61.07,46.560001,22.25,22.25
34.330002,93.449997,158.320007,57.009998,43.82,22.530001,22.530001
33.720001,91.150002,153.660004,53.82,42.34,22.190001,22.190001
34.669998,95.559998,155.059998,54.209999,44.040001,23.48,23.48
33.610001,95.25,150.710007,51.790001,42.959999,22.780001,22.780001
33.400002,94.07,148.399994,52.349998,41.849998,22.16,22.16
34.59,95.459999,149.970001,57.0,45.810001,22.68,22.68
34.419998,96.57,155.360001,57.91,47.369999,24.870001,24.870001
31.9,95.010002,145.029999,54.790001,43.610001,23.09,23.09
32.080002,95.599998,147.410004,57.299999,44.919998,22.68,22.68
31.790001,95.18,153.580002,56.439999,45.84,23.84,23.84
32.07,97.519997,157.229996,56.860001,46.73,24.719999,24.719999
33.029999,98.669998,154.360001,56.0,47.259998,23.959999,23.959999
34.220001,102.290001,161.259995,61.41,50.09,26.139999,26.139999
36.369999,105.269997,169.839996,65.660004,51.73,27.450001,27.450001
36.82,106.019997,173.210007,66.970001,52.619999,28.209999,28.209999
36.279999,106.199997,173.779999,63.5,50.450001,27.49,27.49
36.709999,105.110001,172.919998,63.970001,51.77,27.540001,27.540001
37.02,104.779999,179.970001,68.089996,53.360001,27.440001,27.440001
37.349998,108.279999,187.059998,71.900002,55.560001,29.57,29.57
37.25,103.230003,180.100006,72.760002,54.68,28.799999,28.799999
38.209999,106.290001,179.800003,72.410004,56.860001,29.76,29.76
37.52,106.220001,176.699997,71.370003,56.16,29.41,29.41
39.049999,109.040001,179.429993,74.43,57.200001,30.66,30.66
38.209999,108.940002,173.460007,70.879997,53.52,29.620001,29.620001
38.790001,110.230003,216.220001,76.220001,57.189999,31.09,31.09
40.849998,117.879997,224.460007,76.510002,59.48,32.48,32.48
41.549999,119.589996,231.630005,77.790001,59.82,33.66,33.66
41.290001,121.139999,239.529999,75.0,56.889999,33.849998,33.849998
39.080002,118.650002,237.610001,68.089996,53.560001,32.57,32.57
39.529999,116.830002,236.580002,69.540001,56.290001,32.950001,32.950001
39.580002,116.660004,242.600006,69.309998,57.75,32.709999,32.709999
38.380001,116.309998,237.899994,65.919998,56.119999,32.59,32.59
38.599998,115.029999,241.619995,67.139999,56.709999,32.27,32.27
38.259998,114.099998,239.389999,66.739998,55.349998,31.870001,31.870001
36.259998,110.989998,231.479996,65.449997,54.93,31.290001,31.290001
40.950001,113.599998,250.490005,70.769997,60.970001,32.09,32.09
39.369999,110.919998,251.619995,72.519997,61.57,32.09,32.09
39.57,112.309998,244.710007,71.129997,59.360001,31.530001,31.530001
40.009998,104.489998,251.589996,69.209999,63.880001,31.32,31.32
38.639999,103.940002,254.860001,68.150002,63.09,30.92,30.92
39.0,103.43,254.479996,68.690002,58.049999,29.450001,29.450001
40.880001,108.370003,267.73999,66.330002,63.689999,30.59,30.59
40.630001,108.160004,261.119995,63.360001,60.299999,30.07,30.07
39.209999,107.139999,250.5,61.970001,58.169998,29.65,29.65
39.240002,108.279999,255.100006,60.299999,56.459999,30.02,30.02
38.279999,105.919998,247.419998,58.52,53.130001,28.469999,28.469999
39.060001,106.849998,256.709991,58.009998,55.990002,29.76,29.76
37.939999,103.599998,250.0,57.34,52.279999,28.65,28.65
36.68,101.639999,236.860001,54.349998,50.959999,27.120001,27.120001
35.220001,102.040001,235.0,48.209999,48.560001,26.889999,26.889999
32.52,98.25,217.100006,43.32,43.580002,24.440001,24.440001
32.939999,99.110001,212.940002,44.060001,44.380001,24.4,24.4
33.669998,101.199997,222.559998,47.299999,46.709999,24.83,24.83
34.110001,100.709999,225.610001,46.490002,48.639999,24.940001,24.940001
32.900002,96.639999,216.350006,44.07,46.52,23.219999,23.219999
32.470001,97.199997,215.020004,43.490002,45.759998,23.389999,23.389999
32.959999,97.07,213.520004,43.830002,46.540001,23.75,23.75
30.98,95.32,202.320007,41.93,45.290001,21.190001,21.190001
31.0,95.18,204.039993,41.830002,44.740002,21.85,21.85
30.209999,91.199997,190.850006,40.790001,44.509998,20.76,20.76
31.860001,93.160004,189.110001,40.700001,46.290001,21.440001,21.440001
30.18,85.760002,178.729996,38.049999,42.560001,19.860001,19.860001
31.860001,89.120003,189.0,40.900002,44.759998,20.75,20.75
31.290001,87.919998,189.330002,39.919998,43.099998,20.559999,20.559999
31.110001,87.370003,188.169998,38.93,43.169998,20.73,20.73
30.959999,87.860001,188.690002,37.59,42.169998,20.91,20.91
30.85,87.349998,186.789993,37.810001,44.099998,20.48,20.48
30.42,87.18,185.470001,37.869999,43.299999,20.219999,20.219999
31.4,88.040001,186.410004,40.939999,46.91,21.01,21.01
31.290001,87.160004,182.940002,40.32,45.959999,20.870001,20.870001
31.33,88.580002,184.449997,41.970001,46.369999,21.549999,21.549999
31.17,87.279999,178.279999,42.009998,46.189999,21.530001,21.530001
29.16,83.510002,157.199997,39.990002,43.560001,19.780001,19.780001
29.17,83.970001,151.490005,39.869999,43.18,19.15,19.15
29.780001,84.68,145.130005,40.09,44.650002,19.379999,19.379999
29.1,84.300003,147.130005,39.580002,44.689999,19.620001,19.620001
29.51,84.449997,148.509995,39.599998,45.57,20.309999,20.309999
29.719999,84.120003,149.279999,41.740002,46.049999,20.379999,20.379999
27.76,82.779999,143.490005,41.220001,45.27,20.110001,20.110001
28.25,83.019997,142.839996,42.369999,47.34,20.16,20.16
27.290001,81.5,135.919998,41.130001,45.43,19.34,19.34
26.4,81.370003,134.580002,42.75,45.5,18.92,18.92
26.440001,81.489998,134.690002,43.369999,46.080002,19.02,19.02
25.18,76.82,126.019997,40.529999,43.369999,15.8,15.8
25.610001,77.93,128.100006,38.889999,41.16,16.709999,16.709999
25.32,75.940002,122.650002,37.25,41.040001,16.280001,16.280001
25.940001,76.370003,121.75,37.82,41.919998,15.99,15.99
25.07,72.220001,119.970001,36.07,40.27,15.12,15.12
25.24,73.419998,123.860001,35.869999,39.349998,15.33,15.33
27.99,78.379997,140.470001,40.119999,44.130001,16.780001,16.780001
27.790001,77.699997,142.669998,39.630001,44.880001,16.549999,16.549999
26.540001,76.370003,139.509995,37.709999,42.470001,15.76,15.76
25.77,71.279999,132.910004,35.720001,40.02,15.09,15.09
26.66,71.0,141.229996,37.779999,42.110001,15.86,15.86
26.709999,69.739998,140.770004,37.169998,40.200001,15.62,15.62
27.34,70.389999,144.5,38.919998,41.91,16.1,16.1
28.200001,74.169998,161.889999,42.400002,43.369999,17.16,17.16
27.91,71.220001,154.639999,40.580002,42.970001,16.77,16.77
27.6,69.309998,145.690002,38.790001,41.150002,16.15,16.15
27.360001,68.230003,143.929993,38.200001,39.23,15.83,15.83
29.33,72.099998,154.289993,41.34,44.279999,17.09,17.09
29.549999,71.669998,154.029999,40.84,44.439999,16.83,16.83
29.0,69.949997,148.369995,40.200001,42.439999,16.33,16.33
28.379999,68.57,140.350006,39.529999,44.0,15.69,15.69
26.52,65.849998,133.029999,38.029999,40.0,14.99,14.99
26.629999,64.900002,126.559998,39.09,40.66,14.84,14.84
29.1,69.040001,147.350006,41.68,42.869999,16.889999,16.889999
29.84,70.68,153.729996,42.919998,43.599998,16.809999,16.809999
31.66,75.290001,166.699997,47.959999,50.610001,17.93,17.93
32.77,75.620003,170.600006,52.220001,54.349998,18.0,18.0
31.129999,69.510002,163.889999,50.93,53.25,17.719999,17.719999
30.58,67.370003,159.029999,49.77,51.169998,17.059999,17.059999
30.860001,71.849998,158.149994,47.630001,49.369999,16.82,16.82
31.9,75.0,158.809998,47.209999,50.880001,17.4,17.4
36.400002,79.519997,175.990005,51.310001,54.939999,20.66,20.66
37.040001,78.889999,179.869995,52.389999,57.0,20.870001,20.870001
34.919998,76.5,178.720001,47.740002,47.040001,20.889999,20.889999
33.16,75.389999,171.070007,41.700001,44.509998,20.5,20.5
28.6,71.989998,157.639999,35.93,38.639999,18.68,18.68
30.68,74.959999,164.639999,36.799999,41.32,19.15,19.15
33.16,77.589996,177.210007,43.110001,49.119999,20.200001,20.200001
33.939999,78.220001,180.850006,41.549999,49.970001,20.540001,20.540001
35.080002,77.599998,184.520004,44.93,52.73,20.530001,20.530001
35.549999,77.389999,185.449997,44.25,51.540001,20.43,20.43
37.209999,79.080002,189.25,46.700001,54.119999,21.040001,21.040001
36.150002,77.989998,190.190002,45.68,51.860001,20.950001,20.950001
37.189999,79.529999,197.839996,46.040001,53.759998,21.459999,21.459999
35.810001,79.650002,193.809998,44.189999,50.740002,21.01,21.01
35.669998,84.089996,195.520004,44.889999,52.029999,21.49,21.49
36.119999,84.589996,202.360001,46.349998,52.66,22.02,22.02
35.099998,81.940002,196.649994,43.060001,49.880001,20.91,20.91
35.360001,83.739998,201.779999,41.32,48.290001,21.48,21.48
35.82,84.010002,205.889999,43.189999,50.900002,21.41,21.41
37.950001,83.959999,216.380005,46.299999,51.580002,24.040001,24.040001
35.540001,80.330002,211.229996,45.150002,49.369999,23.48,23.48
34.669998,78.129997,203.990005,43.900002,48.779999,22.469999,22.469999
34.5,78.540001,206.949997,43.950001,48.790001,22.16,22.16
33.700001,77.610001,195.139999,42.419998,47.849998,21.25,21.25
34.02,78.860001,187.880005,43.009998,50.349998,21.68,21.68
33.91,79.099998,185.949997,40.34,51.080002,21.389999,21.389999
34.360001,79.699997,193.229996,44.709999,54.119999,21.360001,21.360001
33.509998,78.120003,190.509995,44.18,54.580002,20.4,20.4
33.57,78.660004,190.029999,44.279999,54.330002,20.549999,20.549999
34.330002,78.730003,195.600006,46.740002,56.610001,21.16,21.16
32.439999,76.93,178.529999,44.41,55.630001,20.459999,20.459999
30.25,74.43,156.559998,40.529999,50.810001,18.469999,18.469999
29.530001,72.370003,153.630005,41.279999,51.98,17.91,17.91
28.76,72.449997,157.600006,40.77,52.18,17.66,17.66
27.51,71.440002,153.830002,39.57,50.200001,17.370001,17.370001
27.780001,72.139999,165.710007,39.860001,55.09,17.15,17.15
28.059999,72.260002,164.470001,41.220001,53.369999,17.18,17.18
27.52,73.029999,161.399994,41.57,51.259998,16.51,16.51
27.809999,73.639999,168.330002,40.349998,50.560001,16.9,16.9
28.91,75.110001,174.529999,42.57,54.099998,17.690001,17.690001
30.51,78.699997,191.940002,46.849998,60.0,19.059999,19.059999
29.26,76.410004,181.139999,44.209999,54.380001,18.08,18.08
28.120001,72.139999,165.889999,42.009998,51.650002,16.9,16.9
25.690001,68.25,150.509995,38.040001,47.310001,15.32,15.32
25.780001,67.580002,151.649994,39.709999,47.400002,15.89,15.89
23.299999,61.720001,137.550003,37.580002,45.720001,13.73,13.73
22.540001,61.400002,140.940002,38.790001,47.060001,13.92,13.92
24.34,64.25,157.789993,41.16,51.0,15.21,15.21
24.23,62.77,151.029999,40.349998,50.25,15.2,15.2
26.700001,65.400002,158.110001,44.07,52.580002,15.9,15.9
27.26,65.360001,156.169998,45.029999,53.849998,15.71,15.71
28.76,66.470001,165.539993,45.950001,56.450001,16.68,16.68
29.389999,65.769997,168.25,47.459999,57.16,16.6,16.6
29.139999,66.059998,169.550003,46.450001,57.389999,16.58,16.58
30.620001,64.589996,162.509995,44.110001,57.75,15.95,15.95
29.190001,66.040001,169.279999,46.560001,58.299999,16.459999,16.459999
30.309999,68.080002,178.779999,48.610001,60.200001,17.030001,17.030001
31.299999,72.010002,188.949997,47.560001,58.939999,18.190001,18.190001
32.060001,70.610001,186.190002,48.900002,61.27,17.67,17.67
32.25,70.870003,182.490005,49.98,59.779999,17.620001,17.620001
33.43,74.239998,198.929993,54.150002,61.91,18.700001,18.700001
33.099998,74.93,196.339996,55.080002,62.139999,18.379999,18.379999
35.610001,71.989998,206.970001,61.73,67.099998,18.879999,18.879999
35.09,72.0,209.630005,64.010002,66.779999,19.360001,19.360001
34.689999,71.690002,204.770004,63.639999,65.589996,19.040001,19.040001
34.02,69.830002,200.509995,60.990002,61.68,18.860001,18.860001
32.34,68.0,196.190002,62.220001,62.110001,18.040001,18.040001
30.16,63.130001,178.240005,58.43,58.369999,16.709999,16.709999
29.370001,61.950001,179.520004,56.57,57.529999,16.48,16.48
29.780001,64.029999,188.479996,57.080002,57.119999,17.389999,17.389999
28.23,62.009998,169.600006,53.970001,53.759998,16.07,16.07
30.629999,66.709999,184.75,58.439999,56.07,17.93,17.93
31.219999,68.199997,193.289993,67.0,61.959999,17.290001,17.290001
31.26,67.599998,193.429993,67.449997,60.700001,16.65,16.65
32.380001,69.599998,200.669998,66.269997,62.029999,17.49,17.49
32.380001,70.07,198.389999,67.209999,61.57,17.360001,17.360001
33.950001,70.620003,206.169998,72.110001,67.870003,18.129999,18.129999
31.84,67.75,190.649994,67.529999,66.339996,16.969999,16.969999
30.09,66.839996,184.639999,67.169998,64.230003,15.14,15.14
31.139999,68.129997,195.240005,71.379997,69.18,15.81,15.81
31.120001,68.150002,195.720001,70.690002,67.239998,15.65,15.65
30.17,66.230003,192.589996,70.959999,68.059998,15.89,15.89
29.280001,66.160004,194.929993,67.0,65.550003,15.69,15.69
32.130001,70.639999,206.839996,77.0,74.400002,16.790001,16.790001
32.98,72.510002,216.449997,73.830002,75.540001,17.98,17.98
29.58,69.290001,206.059998,68.839996,70.260002,16.389999,16.389999
29.299999,68.419998,189.470001,65.599998,65.160004,16.209999,16.209999
29.309999,69.160004,192.630005,69.5,66.519997,16.34,16.34
29.41,71.040001,196.919998,70.150002,65.209999,16.559999,16.559999
29.15,65.269997,194.910004,66.839996,63.470001,16.0,16.0
30.16,67.010002,206.429993,67.099998,63.830002,16.42,16.42
30.76,70.650002,213.339996,67.459999,62.419998,16.639999,16.639999
31.940001,72.980003,218.830002,66.129997,62.75,17.360001,17.360001
31.48,73.260002,219.779999,64.419998,61.57,17.01,17.01
32.200001,72.589996,211.539993,59.720001,60.830002,16.440001,16.440001
33.549999,74.150002,218.550003,60.369999,62.509998,16.6,16.6
32.25,73.57,216.100006,60.34,60.959999,15.88,15.88
34.060001,76.760002,254.770004,64.43,63.610001,16.780001,16.780001
36.0,88.5,274.179993,64.25,65.330002,19.83,19.83
36.889999,99.169998,284.179993,64.699997,66.32,20.370001,20.370001
35.810001,99.489998,280.890015,61.23,61.650002,19.83,19.83
36.619999,99.720001,292.26001,61.66,62.75,21.700001,21.700001
36.27,97.889999,290.25,62.509998,61.389999,22.24,22.24
37.32,99.169998,295.820007,66.82,63.459999,22.76,22.76
38.669998,101.900002,300.910004,64.529999,60.869999,24.08,24.08
39.119999,106.739998,287.73999,64.099998,60.459999,24.040001,24.040001
39.849998,109.010002,290.820007,66.050003,62.450001,24.65,24.65
41.919998,114.510002,303.25,70.709999,68.269997,26.530001,26.530001
40.950001,114.580002,292.899994,70.730003,66.709999,25.690001,25.690001
41.900002,117.970001,299.26001,68.739998,64.260002,26.620001,26.620001
41.400002,118.220001,301.130005,68.580002,62.259998,26.5,26.5
39.93,116.989998,292.940002,68.25,61.25,25.870001,25.870001
39.23,116.300003,293.130005,66.580002,60.150002,25.389999,25.389999
45.189999,117.82,294.0,66.730003,62.650002,25.809999,25.809999
42.009998,115.410004,283.700012,63.07,58.970001,24.940001,24.940001
44.16,114.480003,280.76001,62.290001,56.400002,24.610001,24.610001
44.040001,114.419998,285.410004,62.73,57.360001,24.57,24.57
44.939999,118.440002,293.089996,62.23,57.689999,25.440001,25.440001
44.77,121.690002,299.809998,66.559998,58.650002,25.67,25.67
44.549999,121.75,288.589996,71.870003,59.779999,25.059999,25.059999
44.630001,121.690002,284.820007,67.989998,60.669998,24.690001,24.690001
43.5,122.309998,285.769989,64.730003,60.490002,24.129999,24.129999
45.169998,127.550003,286.440002,66.669998,60.869999,24.0,24.0
44.959999,127.839996,281.859985,68.279999,57.599998,23.1,23.1
44.380001,126.410004,279.070007,64.43,56.889999,22.84,22.84
44.790001,127.599998,292.820007,64.809998,58.959999,23.959999,23.959999
47.009998,134.800003,316.309998,68.57,62.700001,27.370001,27.370001
43.759998,137.529999,317.410004,63.419998,60.380001,27.790001,27.790001
43.02,135.820007,305.700012,64.949997,60.82,28.129999,28.129999
41.490002,136.789993,308.929993,64.190002,61.57,27.59,27.59
42.16,136.759995,305.5,61.939999,61.639999,26.9,26.9
42.419998,135.759995,320.619995,62.630001,61.5,27.6,27.6
40.380001,132.020004,312.179993,57.810001,58.080002,26.51,26.51
40.139999,135.809998,318.01001,56.380001,57.049999,26.65,26.65
40.099998,137.039993,316.230011,56.41,56.130001,27.59,27.59
38.119999,133.309998,304.709991,55.990002,55.630001,26.469999,26.469999
38.419998,135.570007,304.559998,55.209999,56.799999,26.48,26.48
37.380001,131.770004,283.630005,51.639999,55.209999,25.18,25.18
36.84,129.850006,279.48999,51.77,53.650002,24.690001,24.690001
36.439999,128.210007,274.920013,51.880001,52.91,24.1,24.1
38.509998,132.309998,284.809998,51.330002,53.5,24.559999,24.559999
39.139999,136.190002,292.309998,52.84,54.189999,24.66,24.66
37.240002,130.929993,277.839996,49.950001,52.060001,22.540001,22.540001
37.25,132.270004,277.470001,53.080002,55.389999,23.040001,23.040001
37.900002,136.619995,286.609985,53.41,54.91,23.48,23.48
38.810001,143.059998,288.25,55.66,56.650002,24.559999,24.559999
37.25,134.589996,261.600006,55.25,55.23,23.120001,23.120001
35.970001,132.059998,257.450012,51.639999,52.549999,22.26,22.26
33.990002,129.419998,255.149994,50.34,50.830002,21.950001,21.950001
33.200001,131.059998,258.179993,49.439999,49.98,21.469999,21.469999
31.77,131.320007,255.800003,48.84,48.91,20.309999,20.309999
30.48,126.879997,248.130005,49.740002,47.240002,18.6,18.6
30.889999,126.540001,248.699997,50.639999,47.220001,17.959999,17.959999
30.200001,123.360001,237.869995,50.720001,47.330002,16.73,16.73
30.41,118.279999,242.289993,48.09,46.299999,16.790001,16.790001
31.16,121.309998,251.419998,50.970001,46.970001,16.82,16.82
30.58,120.209999,243.190002,49.099998,46.09,15.89,15.89
29.790001,118.720001,244.289993,47.52,44.27,15.64,15.64
30.309999,122.599998,252.0,48.369999,45.119999,15.76,15.76
28.790001,124.57,253.300003,45.139999,41.060001,15.78,15.78
29.73,127.150002,265.589996,47.130001,42.709999,17.15,17.15
30.959999,131.399994,291.869995,50.73,46.529999,17.389999,17.389999
31.58,131.179993,306.079987,48.380001,47.849998,17.73,17.73
31.93,132.669998,305.25,46.369999,45.939999,17.889999,17.889999
33.900002,145.570007,307.0,43.990002,47.48,18.49,18.49
33.450001,148.570007,299.480011,44.049999,48.060001,18.25,18.25
32.830002,150.070007,289.5,44.59,47.59,17.219999,17.219999
34.099998,157.729996,296.109985,45.259998,48.759998,18.209999,18.209999
33.689999,153.619995,282.440002,46.110001,49.07,17.530001,17.530001
32.439999,147.25,268.829987,51.099998,49.400002,16.860001,16.860001
34.630001,147.259995,280.070007,52.299999,49.889999,18.690001,18.690001
34.990002,151.160004,284.75,51.720001,47.950001,19.15,19.15
37.02,157.020004,309.25,55.669998,52.040001,22.9,22.9
36.18,150.419998,292.01001,55.709999,50.639999,22.34,22.34
35.73,153.630005,297.940002,53.91,49.080002,22.030001,22.030001
36.75,159.630005,300.730011,57.450001,50.43,22.709999,22.709999
36.5,158.580002,305.179993,55.23,50.07,23.209999,23.209999
36.720001,164.979996,312.959991,55.630001,50.130001,23.85,23.85
36.209999,166.600006,311.940002,53.09,47.869999,23.209999,23.209999
36.610001,165.389999,308.100006,52.25,47.330002,23.209999,23.209999
36.049999,167.660004,320.440002,51.849998,46.869999,23.469999,23.469999
37.009998,169.470001,315.779999,51.200001,48.139999,24.0,24.0
35.75,171.429993,319.420013,49.82,47.810001,24.129999,24.129999
34.0,165.619995,312.209991,50.450001,44.93,23.629999,23.629999
33.82,161.809998,303.390015,50.759998,45.740002,23.200001,23.200001
35.849998,172.529999,320.589996,56.91,51.279999,24.25,24.25
34.650002,168.539993,314.0,53.240002,49.529999,23.629999,23.629999
36.560001,168.320007,336.0,54.029999,55.48,24.49,24.49
36.240002,167.139999,335.820007,51.709999,52.549999,23.719999,23.719999
33.950001,157.470001,309.730011,49.27,50.779999,22.620001,22.620001
33.549999,154.740005,317.049988,47.68,48.209999,22.209999,22.209999
33.16,152.710007,319.869995,46.759998,48.400002,22.24,22.24
33.330002,150.960007,319.549988,49.610001,49.41,22.0,22.0
33.459999,150.279999,320.859985,47.790001,46.880001,22.42,22.42
34.040001,157.080002,325.98999,46.860001,48.529999,23.059999,23.059999
35.200001,160.089996,332.799988,46.189999,49.959999,23.530001,23.530001
34.82,159.410004,314.059998,46.02,50.810001,21.799999,21.799999
34.110001,155.080002,303.390015,44.57,51.040001,21.15,21.15
33.189999,156.770004,305.01001,44.900002,51.630001,20.370001,20.370001
32.34,156.589996,302.070007,44.259998,50.700001,19.91,19.91
33.66,162.059998,317.100006,44.900002,48.98,20.110001,20.110001
31.959999,156.889999,298.869995,42.18,44.119999,18.940001,18.940001
31.02,156.75,293.950012,40.509998,41.169998,18.66,18.66
30.040001,150.220001,274.540009,40.27,41.02,17.98,17.98
29.4,146.169998,267.380005,39.130001,39.66,17.790001,17.790001
30.43,148.779999,265.48999,39.360001,41.029999,18.18,18.18
30.9,149.789993,264.959991,38.610001,40.880001,18.030001,18.030001
30.299999,145.940002,253.309998,39.950001,41.310001,17.17,17.17
32.189999,146.779999,251.639999,38.860001,42.040001,17.709999,17.709999
31.77,145.460007,240.369995,37.110001,39.970001,16.74,16.74
36.150002,156.800003,233.649994,39.759998,46.189999,17.129999,17.129999
38.57,159.169998,227.940002,39.619999,49.119999,16.82,16.82
42.049999,171.009995,229.830002,44.529999,53.380001,17.43,17.43
42.869999,172.410004,238.820007,45.16,58.290001,18.709999,18.709999
43.18,178.850006,241.720001,44.419998,58.630001,18.780001,18.780001
43.0,180.190002,245.830002,43.650002,58.900002,18.66,18.66
41.700001,177.600006,251.059998,46.779999,57.5,18.75,18.75
41.34,177.570007,250.309998,43.799999,56.299999,18.49,18.49
40.91,165.009995,222.970001,44.48,55.549999,16.559999,16.559999
41.889999,167.869995,222.539993,47.32,56.669998,16.33,16.33
42.68,176.210007,228.440002,47.91,59.860001,16.41,16.41
42.599998,171.490005,219.470001,46.669998,58.23,16.219999,16.219999
41.849998,168.259995,210.320007,46.43,57.139999,16.07,16.07
41.0,175.429993,208.020004,46.759998,56.549999,16.09,16.09
40.849998,179.350006,210.089996,45.669998,56.209999,16.969999,16.969999
39.91,170.779999,212.220001,43.529999,54.349998,16.73,16.73
42.07,177.600006,221.380005,45.509998,56.380001,17.43,17.43
42.029999,180.149994,227.139999,47.619999,57.169998,17.9,17.9
41.900002,168.669998,227.699997,46.110001,56.389999,18.16,18.16
40.630001,168.190002,222.929993,43.439999,54.66,17.51,17.51
40.549999,167.470001,222.990005,43.09,54.200001,17.27,17.27
40.110001,165.889999,228.460007,43.52,53.75,17.110001,17.110001
39.689999,165.580002,218.869995,42.57,52.91,16.26,16.26
40.099998,163.940002,209.600006,42.360001,52.610001,15.55,15.55
40.32,163.380005,212.070007,42.119999,52.799999,15.33,15.33
40.43,167.259995,212.570007,42.07,52.779999,15.73,15.73
39.490002,165.039993,208.350006,42.84,52.220001,15.85,15.85
41.610001,172.360001,217.869995,43.919998,53.959999,16.879999,16.879999
39.799999,165.009995,202.800003,43.369999,52.049999,16.25,16.25
38.939999,164.279999,204.990005,42.099998,50.75,16.290001,16.290001
36.990002,160.990005,201.649994,43.040001,50.189999,15.45,15.45
37.5,163.610001,203.570007,45.049999,52.099998,15.33,15.33
38.169998,165.580002,204.710007,46.419998,53.549999,15.0,15.0
37.549999,162.160004,198.960007,44.52,49.639999,14.45,14.45
39.27,166.110001,210.779999,44.98,51.93,14.91,14.91
39.75,169.139999,210.529999,44.18,53.0,15.02,15.02
41.77,195.679993,212.949997,47.290001,56.439999,15.29,15.29
40.889999,198.220001,211.559998,48.779999,55.200001,15.09,15.09
41.75,210.110001,217.160004,52.02,56.220001,15.58,15.58
42.709999,212.300003,225.350006,54.939999,57.0,15.76,15.76
42.560001,214.289993,224.210007,53.830002,56.650002,15.49,15.49
42.599998,214.330002,218.309998,52.560001,56.709999,15.47,15.47
41.41,211.25,215.850006,50.75,56.16,15.44,15.44
39.25,207.729996,210.220001,49.900002,48.98,14.66,14.66
39.200001,203.580002,211.529999,49.830002,49.68,15.15,15.15
39.57,207.289993,213.009995,50.700001,50.299999,14.57,14.57
38.110001,203.220001,205.759995,49.259998,48.240002,13.69,13.69
36.720001,206.559998,201.100006,48.220001,45.950001,13.5,13.5
35.029999,199.619995,183.639999,45.68,42.759998,12.37,12.37
35.860001,204.679993,192.509995,48.0,45.049999,12.69,12.69
41.25,209.25,207.630005,49.529999,49.200001,13.69,13.69
37.740002,205.009995,202.149994,48.080002,47.77,12.77,12.77
38.450001,210.190002,204.660004,49.02,47.75,12.6,12.6
38.619999,211.100006,195.990005,50.650002,47.900002,12.41,12.41
38.720001,210.139999,195.830002,49.52,48.23,12.39,12.39
37.869999,210.009995,193.520004,49.09,48.630001,12.2,12.2
39.099998,215.350006,203.949997,46.75,50.07,13.07,13.07
39.360001,213.320007,205.270004,46.66,50.59,13.25,13.25
39.810001,217.5,210.279999,46.84,51.02,13.84,13.84
39.919998,208.490005,202.600006,45.779999,49.889999,13.62,13.62
39.450001,208.139999,202.539993,45.130001,49.619999,13.74,13.74
38.32,201.610001,193.669998,44.0,47.82,13.16,13.16
37.900002,204.509995,191.0,44.470001,46.93,12.68,12.68
38.77,212.029999,195.800003,47.25,49.709999,13.21,13.21
38.849998,210.029999,196.880005,48.439999,50.290001,13.44,13.44
37.880001,207.889999,196.029999,45.66,48.450001,13.07,13.07
39.02,211.259995,209.690002,45.610001,50.279999,14.04,14.04
38.389999,208.399994,208.899994,45.610001,49.32,14.05,14.05
40.75,218.889999,224.919998,45.860001,50.459999,14.68,14.68
40.93,219.479996,227.869995,45.709999,49.720001,14.27,14.27
39.880001,218.190002,224.270004,45.369999,49.290001,13.63,13.63
40.299999,215.529999,224.789993,44.759998,48.919998,13.82,13.82
39.830002,216.889999,223.610001,43.849998,47.57,14.01,14.01
40.02,209.899994,224.600006,42.799999,46.0,14.21,14.21
39.110001,210.529999,220.600006,42.459999,45.82,13.89,13.89
37.59,199.509995,163.830002,42.330002,45.540001,12.59,12.59
37.639999,200.830002,164.179993,43.91,47.73,13.31,13.31
37.419998,182.580002,164.199997,45.919998,49.610001,13.22,13.22
36.93,180.850006,160.589996,47.779999,49.610001,12.94,12.94
36.07,176.399994,152.880005,45.419998,47.0,12.54,12.54
