Date,CSIQ,FSLR,ENPH,DQ,JKS,SEDG,SPWR
2020-01-02,22.52,57.240002,29.34,10.996,23.84,101.809998,5.127701
2020-01-03,21.799999,57.02,29.290001,10.89,22.59,102.379997,4.826457
2020-01-06,22.32,55.830002,29.66,10.77,22.49,99.629997,4.891945
2020-01-07,22.360001,56.669998,29.99,10.672,22.74,101.790001,5.003274
2020-01-08,22.57,56.700001,31.0,10.876,22.23,104.160004,5.02947
2020-01-09,22.889999,56.700001,31.59,11.134,22.780001,102.739998,5.166994
2020-01-10,22.549999,56.5,30.67,11.212,22.540001,104.519997,5.068762
2020-01-13,23.059999,57.439999,30.790001,11.888,23.09,103.080002,5.507531
2020-01-14,23.450001,58.779999,30.200001,11.786,24.35,104.019997,5.664702
2020-01-15,23.280001,54.75,30.16,11.014,23.200001,103.610001,5.651604
2020-01-16,23.02,53.93,30.83,10.73,22.620001,102.699997,5.756385
2020-01-17,22.41,53.52,31.5,10.726,22.83,104.75,5.743287
2020-01-21,22.01,51.549999,31.26,11.084,22.209999,107.529999,5.743287
2020-01-22,21.77,50.560001,31.620001,10.618,21.200001,108.459999,5.710544
2020-01-23,21.389999,52.02,32.07,10.472,20.719999,108.730003,5.933202
2020-01-24,21.08,51.939999,32.700001,10.262,20.389999,110.129997,5.749836
2020-01-27,20.209999,50.490002,29.950001,10.076,19.389999,96.25,5.494434
2020-01-28,20.719999,51.110001,32.240002,10.194,19.66,103.360001,5.671251
2020-01-29,20.5,50.900002,32.560001,10.656,19.6,102.709999,5.671251
2020-01-30,20.5,50.720001,33.490002,10.452,19.440001,103.220001,5.717092
2020-01-31,20.049999,49.580002,31.52,10.116,18.700001,97.860001,5.579568
2020-02-03,20.620001,50.240002,32.919998,10.378,19.360001,100.980003,5.749836
2020-02-04,21.299999,52.669998,36.900002,11.496,20.51,107.809998,6.077276
2020-02-05,21.66,53.099998,36.91,11.656,21.540001,104.470001,6.240995
2020-02-06,21.85,52.650002,38.389999,12.548,22.25,103.940002,6.411264
2020-02-07,21.219999,52.459999,38.049999,11.55,21.639999,100.620003,6.234447
2020-02-10,21.370001,52.75,38.610001,11.574,21.690001,102.599998,6.221349
2020-02-11,22.84,53.529999,39.66,13.348,25.74,106.029999,6.476752
2020-02-12,24.129999,56.119999,41.5,15.05,28.639999,111.860001,7.164375
2020-02-13,23.92,54.610001,41.34,14.296,25.73,111.160004,5.776031
2020-02-14,23.32,55.259998,41.09,14.512,25.5,111.209999,5.46169
2020-02-18,23.51,55.650002,40.169998,14.716,25.66,108.379997,6.031434
2020-02-19,24.639999,57.369999,57.220001,15.528,28.219999,127.82,6.823838
2020-02-20,24.469999,59.32,58.740002,15.304,28.24,142.199997,7.000655
2020-02-21,23.01,50.59,59.09,15.242,27.209999,142.070007,6.679764
2020-02-24,21.799999,51.209999,55.259998,14.576,26.549999,135.630005,6.509496
2020-02-25,21.85,48.57,50.900002,14.206,25.83,133.0,6.227898
2020-02-26,21.67,46.110001,51.869999,14.234,25.42,132.410004,5.815324
2020-02-27,20.629999,44.25,48.759998,13.394,23.59,125.949997,5.474787
2020-02-28,20.4,45.77,48.970001,13.114,22.84,124.720001,5.612312
2020-03-02,20.610001,44.950001,51.400002,12.98,22.889999,128.699997,5.710544
2020-03-03,20.91,44.209999,52.369999,12.646,21.9,128.660004,5.834971
2020-03-04,21.469999,45.48,53.470001,12.664,22.6,135.710007,6.044532
2020-03-05,21.5,45.470001,56.689999,12.334,23.0,137.539993,6.123117
2020-03-06,20.309999,43.369999,53.049999,11.8,22.190001,133.339996,5.599214
2020-03-09,17.35,39.150002,43.380001,10.146,18.35,111.660004,4.505566
2020-03-10,18.209999,41.080002,45.59,11.37,19.25,116.919998,4.499018
2020-03-11,17.889999,37.23,41.73,11.54,19.0,106.110001,4.073346
2020-03-12,16.280001,36.560001,33.02,10.57,17.809999,90.720001,3.313687
2020-03-13,16.799999,35.959999,32.860001,11.33,17.41,91.110001,3.313687
2020-03-16,13.24,31.540001,27.450001,10.52,12.36,81.190002,2.940406
2020-03-17,14.8,32.259998,29.280001,11.07,13.55,84.709999,3.510151
2020-03-18,13.47,30.200001,23.99,8.566,12.51,76.730003,3.222004
2020-03-19,14.06,33.459999,26.25,9.732,13.02,76.809998,3.641126
2020-03-20,14.71,33.689999,26.0,9.116,13.32,69.610001,3.804846
2020-03-23,14.43,33.07,27.51,8.896,13.92,69.480003,4.034054
2020-03-24,15.4,33.709999,34.34,11.384,16.75,85.309998,4.440079
2020-03-25,15.45,34.790001,36.810001,11.964,16.48,89.900002,4.368042
2020-03-26,17.42,37.619999,36.130001,11.926,17.290001,90.449997,4.178127
2020-03-27,15.28,35.630001,32.380001,10.756,14.85,82.370003,3.582187
2020-03-30,15.64,36.060001,32.0,11.118,14.93,81.639999,3.529797
2020-03-31,15.91,36.060001,32.290001,11.584,14.85,81.879997,3.320236
2020-04-01,14.74,33.439999,29.77,10.09,13.6,78.82,3.104126
2020-04-02,15.29,35.310001,29.92,10.818,14.18,76.970001,3.208906
2020-04-03,14.9,34.380001,28.690001,10.284,14.07,74.480003,3.097577
2020-04-06,16.370001,36.75,34.049999,10.536,14.9,85.150002,3.634578
2020-04-07,16.18,37.349998,35.040001,10.038,15.23,88.800003,3.706614
2020-04-08,16.889999,38.900002,37.93,10.624,15.7,93.07,3.876883
2020-04-09,16.879999,40.450001,38.060001,9.982,15.93,96.639999,4.119188
2020-04-13,17.08,40.610001,37.779999,10.552,16.57,92.209999,4.197773
2020-04-14,17.75,42.119999,41.400002,10.46,17.08,98.68,4.368042
2020-04-15,17.190001,40.93,39.610001,9.954,16.41,92.010002,4.243615
2020-04-16,16.780001,40.150002,38.790001,9.644,16.18,94.989998,4.237066
2020-04-17,17.299999,42.200001,38.959999,9.338,16.57,97.099998,4.368042
2020-04-20,16.780001,41.0,39.009998,9.584,15.91,93.660004,4.125737
2020-04-21,15.87,39.18,35.509998,8.932,14.8,86.690002,4.027505
2020-04-22,16.43,40.23,38.240002,9.442,15.47,95.510002,4.178127
2020-04-23,16.969999,42.290001,39.48,9.436,15.77,100.699997,4.479371
2020-04-24,16.860001,40.84,37.73,9.244,15.19,100.730003,4.374591
2020-04-27,17.24,43.259998,37.209999,9.486,15.68,104.690002,4.505566
2020-04-28,17.23,41.77,43.0,9.628,15.22,109.790001,4.656189
2020-04-29,18.58,45.549999,48.990002,10.242,16.24,122.419998,5.062213
2020-04-30,17.84,44.009998,46.830002,10.426,15.82,111.589996,4.81336
2020-05-01,17.139999,41.98,43.25,9.926,14.8,104.959999,4.48592
2020-05-04,17.58,43.400002,43.98,9.64,15.36,107.139999,4.662737
2020-05-05,17.540001,43.099998,44.369999,9.786,15.03,107.860001,4.715128
2020-05-06,18.1,43.119999,52.68,11.106,15.62,125.75,4.91814
2020-05-07,18.09,44.66,54.490002,10.936,15.92,109.739998,4.75442
2020-05-08,18.540001,44.16,57.279999,11.256,15.82,118.32,5.049116
2020-05-11,18.26,42.869999,59.580002,11.054,15.81,122.940002,4.826457
2020-05-12,17.709999,40.349998,59.27,10.78,15.13,121.0,4.629993
2020-05-13,17.200001,39.43,57.470001,10.022,14.62,117.730003,4.459725
2020-05-14,16.809999,39.790001,56.98,9.746,14.75,119.480003,4.237066
2020-05-15,17.049999,39.369999,58.380001,9.64,14.53,120.440002,4.151932
2020-05-18,17.98,42.369999,64.419998,10.212,15.6,128.0,4.695481
2020-05-19,19.27,43.23,67.040001,10.974,17.1,134.860001,4.891945
2020-05-20,18.92,43.939999,64.169998,11.892,16.77,137.25,4.675835
2020-05-21,18.709999,43.759998,59.93,11.562,15.89,136.509995,4.499018
2020-05-22,18.200001,43.470001,56.419998,10.456,15.05,130.389999,4.400786
2020-05-26,19.049999,46.560001,58.43,10.502,15.84,136.539993,4.767518
2020-05-27,19.280001,46.610001,57.860001,10.378,15.78,137.240005,4.774067
2020-05-28,18.139999,45.52,55.799999,10.058,15.22,135.289993,4.59725
2020-05-29,18.799999,46.619999,58.189999,10.234,15.81,141.899994,4.728225
2020-06-01,18.709999,48.009998,59.68,10.856,15.6,150.699997,4.846103
2020-06-02,18.4,47.900002,56.950001,10.688,15.58,148.970001,4.826457
2020-06-03,19.09,49.5,53.32,11.098,16.860001,150.589996,5.094957
2020-06-04,19.23,49.610001,51.639999,11.234,17.42,142.399994,4.97053
2020-06-05,19.23,51.380001,54.59,11.776,18.049999,148.279999,5.239031
2020-06-08,20.200001,54.439999,52.900002,12.398,19.129999,150.889999,5.841519
2020-06-09,19.1,53.060001,51.580002,11.47,17.969999,148.839996,5.284872
2020-06-10,18.440001,51.189999,49.349998,11.748,18.190001,147.369995,5.003274
2020-06-11,16.950001,48.939999,47.66,11.312,16.959999,138.690002,4.584152
2020-06-12,17.74,49.419998,48.630001,11.602,17.85,142.050003,4.826457
2020-06-15,17.84,50.110001,50.450001,11.366,16.27,148.199997,4.819908
2020-06-16,18.07,51.310001,52.759998,11.166,16.280001,153.100006,5.022921
2020-06-17,17.41,49.900002,39.040001,11.398,15.87,145.270004,4.610347
2020-06-18,17.76,50.470001,45.720001,11.882,15.65,151.0,4.636542
2020-06-19,18.049999,50.200001,46.720001,11.996,16.040001,153.600006,4.767518
2020-06-22,17.76,49.799999,45.560001,12.042,15.67,152.979996,4.675835
2020-06-23,18.43,51.919998,45.490002,13.77,16.9,151.339996,4.885396
2020-06-24,18.66,49.080002,46.68,14.662,17.41,148.479996,4.734774
2020-06-25,19.139999,50.380001,45.799999,14.292,17.68,137.175003,5.042567
2020-06-26,18.469999,48.759998,45.299999,13.952,16.98,129.529999,4.721676
2020-06-29,19.030001,49.610001,47.450001,15.264,17.9,137.059998,4.891945
2020-06-30,19.27,49.5,47.57,14.848,17.709999,138.779999,5.016372
2020-07-01,19.33,49.09,49.060001,17.191999,18.799999,141.389999,4.996726
2020-07-02,20.040001,49.880001,48.860001,17.030001,19.139999,143.110001,5.08186
2020-07-06,22.1,53.41,50.16,19.434,21.469999,148.880005,5.553373
2020-07-07,22.290001,53.16,50.639999,17.738001,21.360001,146.570007,5.638507
2020-07-08,23.67,58.060001,54.93,18.434,22.9,157.919998,6.168959
2020-07-09,23.889999,57.200001,55.790001,17.997999,21.940001,157.169998,6.404715
2020-07-10,23.4,57.490002,55.43,17.924,21.0,159.440002,6.044532
2020-07-13,23.15,56.209999,52.32,17.534,20.719999,154.679993,5.874263
2020-07-14,23.690001,61.779999,55.880001,18.552,20.9,168.199997,6.463654
2020-07-15,23.73,60.98,57.950001,18.628,21.66,174.850006,6.941716
2020-07-16,22.799999,59.029999,57.740002,17.521999,19.860001,164.75,6.411264
2020-07-17,23.43,61.0,59.310001,17.742001,20.530001,171.580002,6.293386
2020-07-20,24.879999,62.16,63.540001,22.222,22.25,176.300003,6.777996
2020-07-21,23.23,60.740002,61.099998,21.356001,20.33,170.380005,6.411264
2020-07-22,23.0,61.150002,62.080002,21.892,19.98,175.649994,6.457105
2020-07-23,22.959999,62.5,61.669998,21.889999,20.360001,176.289993,6.627374
2020-07-24,22.76,62.16,59.650002,21.709999,19.1,171.600006,6.37852
2020-07-27,24.629999,62.259998,62.220001,21.878,20.290001,180.740005,6.981009
2020-07-28,23.01,59.68,57.23,20.854,19.280001,170.539993,6.411264
2020-07-29,22.77,60.110001,59.119999,21.0,19.51,176.759995,6.37852
2020-07-30,22.549999,59.700001,59.139999,22.194,19.43,175.259995,6.247544
2020-07-31,22.139999,59.549999,60.360001,22.181999,19.15,175.100006,6.11002
2020-08-03,22.42,60.84,61.209999,23.322001,19.950001,173.559998,6.483301
2020-08-04,23.98,64.040001,68.949997,24.844,21.299999,196.149994,7.275704
2020-08-05,23.77,65.730003,74.989998,24.93,21.27,216.059998,7.531107
2020-08-06,23.620001,64.459999,71.370003,23.77,20.950001,206.320007,7.308448
2020-08-07,25.32,72.93,72.839996,24.51,21.879999,211.470001,7.766863
2020-08-10,24.459999,72.5,71.839996,23.827999,21.07,211.5,7.94368
2020-08-11,24.040001,70.190002,67.300003,23.209999,20.41,204.080002,7.616241
2020-08-12,25.030001,73.529999,71.190002,23.806,21.49,215.179993,7.799607
2020-08-13,26.379999,75.709999,74.879997,23.190001,22.0,225.179993,7.629339
2020-08-14,25.889999,74.309998,73.160004,22.427999,21.35,219.210007,7.432875
2020-08-17,25.940001,73.610001,75.059998,22.882,21.620001,219.330002,7.518009
2020-08-18,26.700001,74.410004,75.160004,24.483999,22.9,219.020004,7.694826
2020-08-19,26.59,75.849998,75.489998,25.038,22.58,220.710007,7.799607
2020-08-20,25.690001,73.660004,73.089996,24.573999,21.360001,217.199997,7.354289
2020-08-21,25.959999,74.099998,73.139999,24.601999,21.52,213.289993,7.662083
2020-08-24,27.059999,76.519997,73.360001,24.917999,22.219999,210.839996,7.956778
2020-08-25,27.719999,77.370003,75.93,26.674,22.32,213.160004,8.696791
2020-08-26,28.049999,78.190002,75.239998,25.771999,21.91,214.919998,8.91945
2020-08-27,28.639999,77.610001,73.440002,24.639999,21.620001,210.440002,11.05
2020-08-28,32.52,80.0,76.040001,25.034,23.25,221.190002,11.43
2020-08-31,32.490002,76.589996,77.230003,22.562,22.84,221.149994,11.19
2020-09-01,33.75,78.419998,78.709999,22.712,23.16,223.759995,11.93
2020-09-02,33.490002,77.449997,77.019997,22.374001,22.92,220.330002,12.05
2020-09-03,30.83,72.5,67.800003,20.188,20.41,195.449997,11.22
2020-09-04,30.299999,72.059998,66.160004,19.856001,20.110001,194.610001,11.09
2020-09-08,29.860001,69.370003,65.050003,20.062,20.059999,189.050003,10.99
2020-09-09,30.969999,71.699997,67.709999,19.774,20.75,193.559998,11.73
2020-09-10,27.68,69.889999,66.099998,19.306,20.48,187.0,10.66
2020-09-11,28.42,69.910004,65.099998,22.514,21.139999,183.960007,10.64
2020-09-14,30.139999,71.459999,69.489998,23.378,22.809999,196.119995,10.97
2020-09-15,31.27,72.889999,72.160004,24.0,23.35,199.0,11.02
2020-09-16,30.48,71.959999,72.830002,23.774,23.700001,201.759995,10.69
2020-09-17,29.52,64.0,66.870003,22.844,23.43,187.029999,9.89
2020-09-18,29.280001,61.75,68.269997,22.282,24.5,186.210007,10.11
2020-09-21,29.43,61.669998,70.720001,22.556,27.450001,190.410004,10.03
2020-09-22,29.65,61.549999,72.230003,23.021999,27.66,185.199997,10.17
2020-09-23,30.280001,62.02,70.269997,24.903999,33.459999,189.440002,10.21
2020-09-24,29.9,61.299999,69.410004,24.278,32.830002,191.729996,10.14
2020-09-25,32.18,63.049999,73.620003,24.374001,35.59,200.960007,10.66
2020-09-28,34.02,65.370003,78.139999,25.983999,37.77,218.289993,11.7
2020-09-29,34.040001,65.760002,80.800003,26.110001,39.25,231.5,11.96
2020-09-30,35.099998,66.199997,82.589996,27.048,39.759998,238.350006,12.51
2020-10-01,36.349998,68.57,89.510002,29.832001,42.740002,248.869995,13.36
2020-10-02,35.900002,67.239998,90.43,29.757999,44.130001,251.580002,13.56
2020-10-05,38.25,71.5,98.050003,33.599998,48.32,272.589996,15.56
2020-10-06,38.919998,73.440002,98.57,34.400002,47.77,271.869995,15.61
2020-10-07,40.779999,78.709999,107.82,37.756001,55.91,305.149994,17.33
2020-10-08,39.48,77.120003,105.5,37.307999,54.959999,289.0,16.889999
2020-10-09,41.619999,78.809998,109.18,39.306,62.84,305.350006,17.43
2020-10-12,37.849998,79.309998,104.43,39.226002,59.400002,297.940002,16.52
2020-10-13,39.240002,82.93,106.650002,42.444,62.650002,299.649994,16.66
2020-10-14,39.700001,83.720001,108.970001,43.751999,68.029999,304.519989,16.870001
2020-10-15,38.91,82.279999,110.709999,40.335999,66.870003,302.5,16.98
2020-10-16,37.970001,84.18,110.839996,40.001999,69.910004,302.019989,16.969999
2020-10-19,39.459999,83.43,114.690002,42.228001,75.629997,309.100006,17.52
2020-10-20,44.119999,84.300003,116.139999,48.397999,87.550003,309.799988,17.690001
2020-10-21,39.509998,81.599998,101.529999,39.821999,68.610001,279.589996,16.120001
2020-10-22,39.900002,82.650002,103.459999,39.599998,69.370003,280.390015,16.41
2020-10-23,40.369999,85.370003,103.330002,39.618,64.389999,282.880005,16.860001
2020-10-26,38.740002,83.75,103.669998,35.762001,64.919998,273.0,16.42
2020-10-27,38.009998,82.389999,98.629997,34.778,59.459999,261.839996,15.49
2020-10-28,37.990002,93.309998,102.809998,35.875999,59.720001,263.829987,16.200001
2020-10-29,37.68,87.459999,102.510002,37.537998,61.02,270.089996,16.389999
2020-10-30,36.349998,87.050003,98.089996,36.521999,58.299999,257.690002,15.99
2020-11-02,36.959999,88.889999,103.830002,39.824001,62.77,267.720001,16.85
2020-11-03,36.73,87.239998,104.75,40.028,64.120003,206.369995,17.049999
2020-11-04,35.700001,79.779999,106.190002,37.341999,56.330002,206.559998,16.57
2020-11-05,39.970001,86.900002,120.260002,44.284,72.349998,233.630005,19.389999
2020-11-06,39.849998,88.269997,122.529999,44.557999,65.330002,237.509995,20.33
2020-11-09,39.32,86.110001,117.080002,41.897999,62.490002,232.520004,19.26
2020-11-10,38.93,80.75,109.389999,40.0,61.169998,225.509995,18.57
2020-11-11,40.509998,84.199997,120.43,44.374001,67.760002,235.190002,19.51
2020-11-12,39.419998,81.400002,117.209999,42.630001,63.439999,227.199997,18.73
2020-11-13,38.830002,79.949997,116.589996,43.476002,64.5,221.600006,18.99
2020-11-16,38.73,80.209999,119.93,43.683998,62.470001,228.279999,19.73
2020-11-17,39.689999,81.480003,125.120003,43.580002,61.700001,233.179993,20.440001
2020-11-18,38.720001,81.989998,124.919998,39.869999,59.439999,232.820007,19.85
2020-11-19,37.16,84.059998,128.889999,40.080002,59.23,244.050003,21.030001
2020-11-20,38.43,84.690002,129.589996,41.709999,62.709999,257.98999,21.700001
2020-11-23,39.830002,86.919998,134.429993,40.84,67.050003,264.799988,21.93
2020-11-24,40.619999,90.410004,136.020004,42.529999,67.040001,268.970001,22.99
2020-11-25,42.900002,92.449997,139.070007,43.09,68.510002,275.970001,23.35
2020-11-27,44.169998,94.699997,140.559998,45.259998,72.370003,288.230011,23.16
2020-11-30,42.759998,93.43,136.570007,43.02,69.040001,277.980011,22.16
2020-12-01,41.98,91.059998,128.850006,40.32,64.599998,274.070007,21.24
2020-12-02,41.900002,90.489998,127.93,40.139999,63.07,273.5,21.65
2020-12-03,40.439999,88.919998,127.669998,39.200001,61.380001,272.329987,20.690001
2020-12-04,40.529999,89.260002,130.460007,39.720001,61.400002,271.970001,20.91
2020-12-07,39.709999,88.75,129.320007,39.16,58.360001,278.320007,21.049999
2020-12-08,39.959999,89.889999,134.740005,41.709999,62.419998,284.859985,22.18
2020-12-09,37.529999,86.220001,127.260002,41.02,57.860001,271.76001,20.82
2020-12-10,38.009998,86.540001,131.210007,42.490002,57.5,273.480011,21.16
2020-12-11,37.950001,86.370003,139.910004,43.139999,53.0,291.51001,21.5
2020-12-14,38.650002,86.589996,145.070007,48.310001,53.700001,293.320007,21.99
2020-12-15,43.02,91.260002,160.460007,55.990002,63.25,313.769989,24.870001
2020-12-16,42.099998,91.769997,163.309998,57.279999,61.650002,309.720001,25.01
2020-12-17,41.360001,92.32,163.520004,57.139999,59.290001,305.700012,24.620001
2020-12-18,45.02,93.589996,164.410004,58.259998,65.25,314.5,25.5
2020-12-21,47.98,96.410004,170.779999,61.220001,71.309998,318.619995,27.51
2020-12-22,53.16,105.160004,177.270004,64.790001,78.519997,322.519989,30.65
2020-12-23,52.93,101.830002,180.320007,58.389999,79.959999,323.980011,30.040001
2020-12-24,52.709999,102.400002,181.389999,54.77,72.209999,324.089996,29.870001
2020-12-28,51.259998,101.190002,175.490005,56.650002,68.860001,318.410004,26.309999
2020-12-29,49.509998,96.980003,170.199997,55.790001,65.5,307.970001,24.73
2020-12-30,50.68,100.339996,172.929993,57.060001,64.089996,319.100006,25.889999
2020-12-31,51.240002,98.919998,175.470001,57.360001,61.869999,319.119995,25.639999
2021-01-04,52.639999,101.239998,172.240005,62.330002,64.07,311.350006,25.309999
2021-01-05,50.52,92.160004,181.479996,68.800003,64.730003,316.809998,24.74
2021-01-06,54.310001,99.690002,203.380005,73.5,68.660004,348.130005,29.73
2021-01-07,56.610001,105.5,213.759995,79.779999,72.309998,365.970001,31.299999
2021-01-08,56.07,104.099998,207.410004,77.110001,66.400002,356.109985,29.299999
2021-01-11,56.200001,103.760002,201.679993,76.529999,66.269997,352.049988,29.65
2021-01-12,55.98,104.32,206.490005,85.300003,65.970001,346.299988,30.24
2021-01-13,54.450001,104.18,203.690002,77.410004,63.0,335.399994,31.59
2021-01-14,55.619999,106.040001,208.830002,75.669998,62.419998,335.399994,35.080002
2021-01-15,51.27,96.580002,190.589996,72.0,57.990002,282.26001,31.959999
2021-01-19,55.029999,100.239998,201.279999,82.830002,63.389999,295.049988,36.849998
2021-01-20,57.220001,101.75,199.399994,83.559998,67.029999,297.179993,37.369999
2021-01-21,64.150002,107.529999,212.089996,94.470001,68.349998,317.179993,43.779999
2021-01-22,63.0,106.669998,212.070007,96.769997,68.5,321.119995,47.209999
2021-01-25,60.57,104.940002,202.729996,96.139999,67.900002,310.119995,47.330002
2021-01-26,60.459999,104.690002,187.339996,101.889999,69.839996,296.679993,53.919998
2021-01-27,58.900002,102.809998,179.020004,103.879997,70.489998,285.51001,52.34
2021-01-28,57.48,105.099998,193.740005,97.339996,66.519997,309.73999,52.889999
2021-01-29,54.75,99.150002,182.350006,88.059998,61.990002,288.329987,54.009998
2021-02-01,55.849998,98.309998,186.339996,103.410004,63.689999,300.820007,48.689999
2021-02-02,57.77,97.290001,192.630005,115.849998,65.139999,307.049988,43.759998
2021-02-03,59.209999,98.940002,196.339996,119.699997,65.550003,307.079987,44.790001
2021-02-04,58.169998,98.589996,195.630005,108.669998,62.43,301.700012,40.130001
2021-02-05,57.880001,97.400002,193.199997,109.190002,63.650002,308.23999,43.529999
2021-02-08,59.5,100.330002,197.869995,114.089996,64.910004,318.829987,45.349998
2021-02-09,60.73,101.849998,200.100006,124.129997,64.120003,325.920013,49.119999
2021-02-10,60.75,99.879997,202.070007,119.529999,62.849998,320.399994,49.139999
2021-02-11,61.23,99.589996,199.080002,118.910004,64.989998,330.779999,49.959999
2021-02-12,60.470001,100.75,206.509995,123.830002,65.349998,330.890015,49.810001
2021-02-16,57.880001,98.709999,193.5,120.220001,63.869999,331.350006,46.540001
2021-02-17,55.82,95.839996,189.339996,112.510002,61.029999,334.799988,43.610001
2021-02-18,52.009998,91.379997,180.839996,107.269997,57.560001,316.089996,36.330002
2021-02-19,52.779999,90.959999,189.740005,104.800003,58.139999,321.98999,37.759998
2021-02-22,48.040001,86.610001,167.860001,95.25,52.299999,288.700012,33.529999
2021-02-23,46.349998,86.970001,170.889999,92.75,50.41,295.579987,35.389999
2021-02-24,48.759998,88.029999,180.869995,105.400002,53.970001,308.149994,37.75
2021-02-25,45.619999,81.400002,167.369995,97.900002,49.939999,284.329987,34.59
2021-02-26,46.93,81.019997,176.059998,104.25,51.34,298.309998,34.77
2021-03-01,49.59,84.889999,186.449997,117.459999,53.41,307.950012,38.189999
2021-03-02,47.939999,83.190002,171.690002,109.900002,51.040001,291.589996,35.150002
2021-03-03,43.419998,78.879997,161.119995,94.510002,46.0,274.730011,32.950001
2021-03-04,41.459999,75.360001,149.880005,86.139999,40.900002,256.26001,31.27
2021-03-05,40.580002,73.699997,143.550003,79.980003,42.450001,249.429993,30.68
2021-03-08,39.610001,71.449997,132.059998,72.040001,38.080002,246.710007,29.09
2021-03-09,43.93,76.669998,148.699997,87.980003,46.48,280.01001,32.25
2021-03-10,43.32,75.720001,152.429993,78.379997,44.52,279.670013,32.299999
2021-03-11,46.950001,81.019997,165.339996,91.209999,50.119999,295.230011,35.919998
2021-03-12,45.98,81.949997,164.710007,94.220001,49.380001,291.480011,36.299999
2021-03-15,44.84,82.529999,174.160004,88.07,46.790001,297.209991,36.950001
2021-03-16,42.52,82.459999,166.309998,85.730003,45.919998,285.600006,34.0
2021-03-17,41.400002,80.139999,163.820007,87.989998,44.669998,291.429993,33.290001
2021-03-18,42.860001,77.610001,148.479996,81.209999,42.540001,266.48999,30.67
2021-03-19,45.43,79.970001,154.949997,79.230003,43.619999,280.940002,31.860001
2021-03-22,48.799999,81.830002,161.110001,80.470001,45.080002,289.170013,34.439999
2021-03-23,47.419998,80.519997,155.970001,74.440002,43.700001,278.369995,32.150002
2021-03-24,44.990002,80.720001,147.979996,66.089996,39.389999,267.589996,30.690001
2021-03-25,44.43,80.730003,148.479996,68.019997,41.290001,270.029999,31.559999
2021-03-26,46.84,85.690002,152.070007,70.339996,43.959999,275.75,32.869999
2021-03-29,45.080002,81.610001,142.139999,62.16,38.810001,260.040009,29.24
2021-03-30,48.869999,86.529999,150.600006,70.580002,44.27,271.170013,31.52
2021-03-31,49.630001,87.300003,162.160004,75.5,41.689999,287.440002,33.450001
2021-04-01,48.509998,86.150002,162.690002,75.190002,42.549999,283.390015,33.240002
2021-04-05,46.419998,83.120003,149.419998,70.120003,40.25,268.970001,32.5
2021-04-06,47.75,84.209999,157.919998,71.25,41.939999,277.25,32.529999
2021-04-07,45.720001,81.0,150.009995,68.080002,39.73,262.450012,29.540001
2021-04-08,44.82,81.190002,153.130005,66.220001,38.860001,262.089996,29.379999
2021-04-09,43.369999,79.610001,151.350006,69.290001,38.650002,263.950012,29.709999
2021-04-12,43.27,78.75,151.869995,67.220001,36.360001,263.200012,28.200001
2021-04-13,43.540001,78.989998,153.089996,67.919998,36.169998,269.440002,28.549999
2021-04-14,42.66,78.57,151.910004,66.300003,36.560001,266.209991,28.41
2021-04-15,42.709999,77.169998,145.789993,67.650002,35.810001,256.019989,26.440001
2021-04-16,44.110001,80.139999,150.009995,70.260002,37.880001,258.709991,27.370001
2021-04-19,42.59,80.209999,141.139999,66.940002,37.009998,244.860001,26.540001
2021-04-20,42.91,79.360001,147.0,69.040001,36.970001,243.869995,25.93
2021-04-21,44.5,83.650002,155.080002,74.889999,38.209999,255.089996,27.379999
2021-04-22,44.82,87.150002,160.880005,85.599998,39.650002,274.700012,27.66
2021-04-23,45.75,88.559998,166.970001,89.510002,39.23,279.429993,29.01
2021-04-26,46.259998,89.790001,172.649994,91.989998,39.950001,289.549988,29.49
2021-04-27,45.57,89.690002,171.100006,85.620003,39.66,290.140015,29.0
2021-04-28,44.009998,88.699997,146.910004,85.720001,38.759998,282.5,27.91
2021-04-29,42.889999,87.290001,143.399994,83.580002,37.93,275.76001,27.139999
2021-04-30,41.240002,76.529999,139.25,80.489998,36.959999,263.540009,25.690001
2021-05-03,41.330002,75.769997,136.410004,79.540001,36.889999,260.059998,24.860001
2021-05-04,39.200001,73.82,127.830002,74.510002,34.16,218.570007,23.0
2021-05-05,39.009998,74.389999,126.879997,77.199997,33.52,219.229996,23.280001
2021-05-06,39.200001,73.629997,121.940002,73.589996,31.99,214.130005,22.559999
2021-05-07,39.630001,74.620003,122.959999,74.699997,32.41,220.399994,23.370001
2021-05-10,37.380001,72.190002,118.120003,72.150002,30.26,213.339996,21.440001
2021-05-11,38.110001,71.889999,121.419998,75.459999,31.379999,217.940002,22.26
2021-05-12,35.549999,69.730003,117.169998,72.370003,30.51,208.240005,21.25
2021-05-13,35.25,69.57,114.610001,65.110001,30.709999,204.009995,20.91
2021-05-14,36.619999,72.580002,119.779999,71.730003,31.469999,218.869995,22.24
2021-05-17,36.099998,71.550003,118.419998,71.239998,30.440001,218.009995,21.950001
2021-05-18,36.209999,72.389999,122.510002,71.230003,30.719999,221.720001,22.200001
2021-05-19,36.959999,74.239998,130.669998,76.769997,31.709999,233.490005,23.059999
2021-05-20,39.290001,76.639999,141.820007,78.410004,34.169998,249.520004,23.82
2021-05-21,39.049999,75.93,142.279999,77.959999,34.09,252.309998,23.540001
