Date,CSIQ,FSLR,ENPH,DQ,JKS,SEDG,SPWR
2023-05-09,36.060001,178.0,157.830002,42.110001,43.470001,286.26001,11.11
2023-05-10,36.57,180.740005,161.419998,41.48,43.889999,294.890015,11.26
2023-05-11,36.799999,183.190002,160.789993,43.25,43.540001,296.059998,10.93
2023-05-12,36.009998,231.690002,167.550003,42.779999,42.25,301.850006,10.7
2023-05-15,35.360001,221.589996,168.710007,42.669998,41.59,307.320007,10.85
2023-05-16,36.130001,212.800003,160.960007,41.66,41.099998,295.119995,10.41
2023-05-17,38.720001,209.759995,163.729996,41.189999,42.98,303.070007,10.79
2023-05-18,40.18,206.279999,163.720001,39.720001,44.060001,301.679993,10.5
2023-05-19,40.209999,203.529999,162.369995,38.52,43.779999,295.920013,9.57
2023-05-22,42.32,201.690002,164.649994,37.740002,44.349998,298.869995,10.12
2023-05-23,43.290001,200.889999,162.830002,39.740002,46.130001,288.950012,10.27
2023-05-24,43.259998,198.550003,164.050003,39.18,45.939999,288.200012,10.31
2023-05-25,42.799999,200.940002,164.589996,38.34,45.619999,296.959991,10.35
2023-05-26,43.560001,201.770004,165.199997,38.189999,45.049999,294.410004,10.27
2023-05-30,43.400002,202.399994,174.119995,36.919998,42.279999,295.790009,10.91
2023-05-31,41.799999,202.960007,173.880005,35.950001,41.91,284.829987,10.6
2023-06-01,40.48,208.740005,181.470001,37.389999,42.09,294.75,10.92
2023-06-02,39.549999,206.740005,181.860001,38.360001,42.259998,291.059998,10.89
2023-06-05,40.049999,203.669998,182.729996,37.860001,41.849998,294.100006,11.07
2023-06-06,39.880001,196.820007,182.610001,38.18,42.029999,290.75,11.12
2023-06-07,39.310001,191.759995,182.089996,39.130001,40.869999,290.179993,11.22
2023-06-08,38.240002,192.330002,181.399994,39.740002,40.740002,285.399994,11.18
2023-06-09,37.669998,192.0,174.580002,41.580002,41.549999,282.329987,10.93
2023-06-12,37.549999,196.240005,176.889999,40.709999,40.700001,285.420013,11.35
2023-06-13,37.119999,195.990005,179.660004,40.48,41.349998,283.049988,11.58
2023-06-14,37.369999,193.029999,179.199997,41.75,41.540001,271.440002,11.24
2023-06-15,39.549999,192.880005,180.509995,42.59,46.43,277.459991,11.22
2023-06-16,41.32,188.990005,181.809998,42.650002,47.389999,276.700012,11.0
2023-06-20,38.740002,186.100006,171.990005,39.43,43.650002,255.360001,10.61
2023-06-21,38.060001,184.580002,167.990005,39.049999,43.66,251.990005,10.52
2023-06-22,38.84,187.080002,162.529999,38.25,43.509998,244.570007,10.42
2023-06-23,36.939999,184.520004,158.690002,37.77,42.110001,243.649994,10.09
2023-06-26,36.310001,178.550003,159.210007,37.220001,42.009998,247.610001,9.91
2023-06-27,36.369999,182.729996,161.029999,37.48,42.52,255.229996,10.1
2023-06-28,37.34,184.220001,161.419998,37.549999,43.23,257.959991,10.15
2023-06-29,36.900002,184.009995,158.770004,38.23,43.169998,253.960007,9.64
2023-06-30,38.689999,190.089996,167.479996,39.700001,44.380001,269.049988,9.8
2023-07-03,38.32,191.389999,169.550003,39.060001,44.66,270.420013,9.86
2023-07-05,37.580002,186.949997,165.339996,38.759998,44.599998,265.190002,9.68
2023-07-06,37.169998,183.139999,161.380005,37.779999,42.400002,255.080002,9.15
2023-07-07,36.84,189.139999,166.169998,39.23,42.75,258.940002,9.09
2023-07-10,38.419998,190.820007,175.470001,39.459999,44.099998,264.98999,9.35
2023-07-11,37.349998,189.619995,173.779999,38.880001,43.060001,265.049988,9.52
2023-07-12,38.470001,194.960007,182.800003,40.09,44.099998,270.920013,10.3
2023-07-13,38.240002,196.949997,182.639999,40.09,44.73,272.01001,10.42
2023-07-14,36.939999,191.300003,177.940002,38.73,43.66,273.559998,10.1
2023-07-17,38.080002,206.710007,189.669998,38.990002,45.91,283.850006,11.16
2023-07-18,37.419998,201.570007,184.050003,38.259998,43.82,274.160004,11.39
2023-07-19,37.490002,198.580002,185.490005,38.389999,43.310001,273.75,11.31
2023-07-20,37.610001,198.5,175.919998,37.639999,42.41,263.100006,11.32
2023-07-21,37.580002,197.910004,177.479996,37.23,42.299999,263.899994,11.25
2023-07-24,37.709999,197.660004,177.809998,37.700001,42.139999,260.089996,11.59
2023-07-25,37.389999,200.009995,179.470001,37.439999,42.23,259.459991,11.22
2023-07-26,36.82,197.410004,173.360001,38.16,42.040001,244.259995,9.45
2023-07-27,36.259998,198.800003,166.800003,37.389999,41.119999,241.75,9.23
2023-07-28,36.599998,208.399994,154.330002,38.290001,42.25,236.789993,9.26
2023-07-31,36.16,207.399994,151.830002,39.07,42.450001,241.460007,9.87
2023-08-01,35.970001,202.679993,150.320007,38.049999,41.049999,239.470001,9.87
2023-08-02,35.09,194.279999,140.690002,36.049999,38.52,195.509995,9.04
2023-08-03,34.549999,196.240005,140.360001,34.34,38.549999,189.789993,9.08
2023-08-04,34.599998,194.380005,140.0,36.25,38.240002,182.649994,8.67
2023-08-07,34.23,195.600006,135.449997,37.400002,38.43,180.740005,8.65
2023-08-08,33.970001,196.100006,135.770004,36.900002,36.880001,178.449997,8.5
2023-08-09,34.549999,203.600006,138.460007,38.34,37.91,183.130005,8.54
2023-08-10,34.119999,205.009995,136.460007,37.759998,37.419998,177.839996,8.32
2023-08-11,32.82,204.869995,135.199997,35.110001,35.93,176.350006,8.14
2023-08-14,33.16,211.429993,138.589996,35.869999,35.860001,176.990005,8.13
2023-08-15,32.110001,199.830002,134.559998,35.439999,34.57,170.0,7.69
2023-08-16,31.719999,191.889999,132.880005,35.299999,33.990002,162.320007,7.46
2023-08-17,31.1,183.440002,131.440002,35.610001,33.380001,162.770004,7.48
2023-08-18,30.75,181.910004,130.339996,35.139999,33.779999,162.339996,7.22
2023-08-21,30.76,181.699997,130.160004,34.790001,34.110001,163.0,7.12
2023-08-22,26.790001,176.5,128.320007,34.400002,33.360001,164.160004,7.19
2023-08-23,26.889999,180.580002,130.360001,35.709999,32.009998,167.070007,7.29
2023-08-24,26.02,174.419998,122.339996,35.459999,30.639999,156.940002,6.9
2023-08-25,26.1,177.449997,124.089996,35.720001,30.4,161.699997,6.95
2023-08-28,26.370001,176.759995,125.300003,36.110001,30.76,161.470001,6.85
2023-08-29,27.65,181.610001,129.050003,37.099998,33.630001,166.570007,7.41
2023-08-30,28.290001,184.960007,128.110001,36.790001,33.349998,164.110001,7.24
2023-08-31,28.01,189.119995,126.529999,36.970001,33.529999,162.570007,7.16
2023-09-01,28.290001,186.369995,128.729996,36.810001,34.439999,161.949997,7.29
2023-09-05,28.01,186.479996,127.769997,36.240002,33.299999,161.669998,7.04
2023-09-06,27.209999,182.089996,123.029999,35.380001,32.18,155.899994,6.7
2023-09-07,25.92,180.5,122.230003,33.759998,29.82,152.289993,6.53
2023-09-08,26.25,183.210007,120.230003,33.98,29.08,148.850006,6.62
2023-09-11,26.35,179.369995,122.190002,33.48,29.190001,148.259995,6.62
2023-09-12,27.469999,180.940002,123.349998,32.869999,31.1,150.869995,7.29
2023-09-13,27.129999,170.5,119.599998,32.330002,29.85,144.970001,6.99
2023-09-14,27.860001,177.0,122.309998,33.41,30.559999,144.759995,7.28
2023-09-15,27.34,174.050003,120.300003,32.490002,30.030001,140.289993,7.22
2023-09-18,26.68,167.740005,117.160004,31.620001,29.33,136.220001,6.77
2023-09-19,26.84,169.179993,122.089996,30.559999,28.9,138.460007,6.95
2023-09-20,26.51,169.240005,123.970001,30.209999,28.07,139.199997,6.84
2023-09-21,26.17,166.240005,124.849998,30.549999,26.940001,136.289993,6.62
2023-09-22,25.809999,162.449997,119.919998,30.219999,27.15,134.600006,6.37
2023-09-25,25.200001,164.339996,121.099998,30.110001,26.540001,131.869995,6.1
2023-09-26,25.139999,161.389999,119.150002,30.719999,27.91,127.269997,6.08
2023-09-27,24.950001,158.610001,120.110001,30.370001,28.1,128.009995,6.15
2023-09-28,24.790001,161.5,120.019997,29.719999,29.299999,130.740005,6.1
2023-09-29,24.610001,161.589996,120.150002,30.27,30.370001,129.509995,6.17
2023-10-02,23.25,156.339996,116.839996,29.57,28.639999,122.559998,5.62
2023-10-03,22.450001,151.25,114.220001,28.77,29.459999,120.309998,5.48
2023-10-04,21.879999,151.820007,117.18,27.48,28.17,125.309998,5.47
2023-10-05,21.540001,145.350006,116.010002,26.17,27.25,120.620003,5.45
2023-10-06,21.889999,148.559998,119.160004,26.23,28.48,123.970001,5.46
2023-10-09,22.209999,143.800003,119.75,25.879999,28.549999,119.220001,5.18
2023-10-10,23.51,151.559998,125.75,27.719999,31.08,124.989998,5.81
2023-10-11,23.559999,151.5,128.610001,27.559999,31.51,124.540001,5.78
2023-10-12,22.66,149.389999,124.580002,27.040001,30.77,120.650002,5.66
2023-10-13,22.32,147.919998,123.809998,26.889999,30.450001,119.760002,5.62
2023-10-16,22.65,151.289993,127.110001,26.27,30.6,123.599998,5.79
2023-10-17,22.83,158.059998,129.240005,27.049999,31.59,127.650002,5.85
2023-10-18,22.190001,153.130005,123.839996,25.98,31.620001,120.779999,5.7
2023-10-19,21.77,151.970001,115.900002,25.469999,29.870001,113.980003,5.57
2023-10-20,20.68,150.770004,98.889999,24.860001,27.49,82.900002,5.09
2023-10-23,20.83,151.320007,96.290001,24.360001,27.639999,85.489998,4.96
2023-10-24,20.969999,155.899994,94.839996,24.719999,27.290001,83.339996,4.96
2023-10-25,20.41,151.360001,94.349998,23.82,26.299999,81.040001,4.06
2023-10-26,20.209999,151.149994,96.18,23.57,26.32,83.410004,4.26
2023-10-27,19.209999,143.259995,82.089996,23.33,25.889999,76.989998,4.02
2023-10-30,19.450001,136.320007,78.660004,24.700001,29.540001,75.040001,4.0
2023-10-31,19.98,142.449997,79.580002,25.459999,32.59,75.949997,4.27
2023-11-01,19.440001,142.839996,76.730003,24.9,30.66,75.790001,4.03
2023-11-02,21.07,147.589996,78.919998,25.49,31.959999,72.790001,4.47
2023-11-03,21.639999,151.940002,80.809998,26.120001,34.400002,75.599998,4.57
2023-11-06,21.559999,146.970001,78.18,26.389999,34.16,71.769997,4.29
2023-11-07,21.700001,144.330002,78.830002,26.309999,34.029999,73.169998,4.27
2023-11-08,20.809999,137.830002,76.900002,26.209999,33.889999,70.870003,4.05
2023-11-09,21.059999,132.529999,75.559998,26.24,35.220001,70.330002,3.86
2023-11-10,21.07,133.919998,77.980003,26.879999,36.119999,71.139999,3.79
2023-11-13,20.969999,133.839996,78.550003,27.540001,36.400002,71.620003,3.81
2023-11-14,21.58,149.139999,91.389999,28.559999,37.700001,79.349998,4.39
2023-11-15,20.549999,152.419998,92.809998,29.0,37.549999,80.040001,4.67
2023-11-16,20.51,154.509995,90.669998,27.809999,35.240002,76.519997,4.33
2023-11-17,20.450001,155.020004,92.860001,26.98,34.369999,78.989998,4.57
2023-11-20,20.809999,159.289993,98.5,27.16,34.950001,81.050003,4.48
2023-11-21,20.620001,158.600006,98.32,26.1,34.720001,78.919998,4.2
2023-11-22,20.98,159.720001,100.199997,26.32,35.009998,78.68,4.23
2023-11-24,20.879999,154.380005,100.220001,25.969999,34.110001,78.080002,4.18
2023-11-27,20.27,154.649994,97.800003,24.83,32.25,76.82,4.02
2023-11-28,20.68,155.020004,99.099998,24.01,31.33,76.970001,4.06
2023-11-29,20.91,155.429993,100.959999,24.280001,32.419998,78.550003,4.28
2023-11-30,21.030001,157.779999,101.019997,23.66,31.4,79.379997,4.15
2023-12-01,21.879999,160.289993,106.519997,24.780001,33.279999,82.480003,4.82
2023-12-04,22.639999,159.539993,108.870003,24.65,33.220001,83.599998,5.14
2023-12-05,21.93,155.389999,110.0,23.719999,31.799999,81.900002,4.97
2023-12-06,21.790001,145.289993,106.769997,22.959999,31.940001,80.669998,4.87
2023-12-07,22.059999,144.179993,107.169998,23.17,32.369999,80.190002,4.99
2023-12-08,22.09,145.380005,103.010002,23.110001,32.139999,78.400002,4.76
2023-12-11,22.290001,146.110001,103.550003,23.190001,32.299999,79.650002,4.8
2023-12-12,21.469999,139.899994,99.82,22.110001,30.99,76.18,4.43
2023-12-13,22.969999,146.559998,107.610001,22.360001,32.16,82.610001,5.22
2023-12-14,23.790001,158.25,120.220001,23.030001,33.299999,96.32,6.02
2023-12-15,24.190001,168.669998,123.919998,23.73,34.07,97.120003,6.14
2023-12-18,24.469999,165.940002,124.029999,23.34,33.5,93.480003,4.22
2023-12-19,25.299999,172.660004,135.320007,24.32,33.889999,102.239998,4.77
2023-12-20,24.23,164.600006,128.0,23.27,32.369999,94.849998,4.42
2023-12-21,25.17,170.039993,133.860001,25.33,35.189999,97.080002,4.48
2023-12-22,25.379999,170.389999,133.990005,25.0,35.0,96.029999,4.46
2023-12-26,25.82,171.940002,137.339996,25.41,35.68,96.959999,4.79
2023-12-27,25.809999,172.440002,135.630005,25.639999,35.549999,96.43,4.93
2023-12-28,26.43,173.220001,134.789993,26.549999,37.419998,96.730003,4.91
2023-12-29,26.23,172.279999,132.139999,26.6,36.939999,93.599998,4.83
2024-01-02,25.74,172.160004,131.240005,25.18,34.98,91.699997,4.88
2024-01-03,25.200001,167.419998,122.629997,24.280001,33.889999,86.440002,4.5
2024-01-04,24.4,166.309998,118.07,23.6,33.099998,82.800003,4.05
2024-01-05,23.809999,166.869995,115.389999,23.610001,32.720001,79.580002,3.97
2024-01-08,24.209999,166.130005,116.0,23.209999,31.809999,78.540001,3.88
2024-01-09,24.35,166.910004,117.059998,23.15,31.08,77.220001,3.91
2024-01-10,23.559999,162.330002,117.540001,22.91,30.52,81.010002,3.89
2024-01-11,23.110001,160.289993,114.290001,22.700001,31.26,77.620003,3.58
2024-01-12,22.34,160.440002,110.220001,22.879999,30.389999,74.239998,3.25
2024-01-16,21.66,149.100006,108.75,21.389999,29.73,72.830002,2.99
2024-01-17,20.67,147.259995,105.550003,20.700001,28.15,68.220001,2.94
2024-01-18,19.950001,147.449997,106.660004,21.27,28.57,69.269997,2.94
2024-01-19,19.84,145.919998,103.589996,20.379999,27.620001,69.110001,3.03
2024-01-22,21.049999,149.910004,107.150002,20.09,28.5,71.849998,3.21
2024-01-23,24.040001,151.460007,111.300003,20.959999,30.280001,71.839996,3.55
2024-01-24,23.49,148.869995,108.07,19.629999,30.309999,70.199997,3.21
2024-01-25,23.32,149.229996,106.830002,19.66,29.1,70.440002,3.28
2024-01-26,22.969999,147.830002,105.370003,19.18,27.879999,68.839996,3.2
2024-01-29,22.85,149.300003,109.169998,19.02,27.85,71.25,3.44
2024-01-30,22.459999,149.029999,106.349998,18.459999,26.950001,69.160004,3.11
2024-01-31,22.1,146.300003,104.129997,18.049999,26.23,66.5,3.03
2024-02-01,22.92,147.889999,105.440002,18.18,27.02,69.269997,3.7
2024-02-02,21.98,141.820007,101.760002,17.85,26.120001,68.0,3.43
2024-02-05,20.790001,139.800003,97.800003,17.790001,23.790001,65.669998,3.08
2024-02-06,21.280001,141.110001,100.510002,18.15,24.940001,67.379997,3.25
2024-02-07,22.07,145.460007,117.510002,19.4,26.309999,76.18,3.3
2024-02-08,22.07,143.169998,116.879997,19.5,25.4,75.510002,3.23
2024-02-09,22.91,151.5,122.470001,19.83,26.190001,77.760002,3.58
2024-02-12,23.6,157.220001,128.899994,20.08,27.309999,83.300003,4.16
2024-02-13,21.889999,152.339996,123.559998,18.549999,25.860001,76.550003,3.7
2024-02-14,23.209999,158.240005,131.619995,19.040001,27.280001,82.610001,4.26
2024-02-15,23.809999,159.779999,136.389999,19.27,27.17,86.940002,4.28
2024-02-16,22.940001,156.979996,131.869995,19.620001,26.34,85.059998,3.62
2024-02-20,22.84,153.25,127.550003,19.09,25.950001,84.419998,3.47
2024-02-21,22.33,150.029999,126.239998,18.5,25.549999,74.139999,3.43
2024-02-22,21.370001,144.729996,123.440002,18.24,26.190001,69.93,3.16
2024-02-23,21.17,142.889999,118.190002,18.5,26.09,67.349998,3.18
2024-02-26,21.129999,144.580002,119.839996,19.07,26.18,67.080002,3.15
2024-02-27,21.6,144.990005,121.110001,19.49,27.309999,69.339996,3.28
2024-02-28,20.83,149.25,119.099998,20.860001,26.540001,65.559998,3.17
2024-02-29,21.09,153.889999,127.010002,21.280001,27.040001,67.169998,3.11
2024-03-01,20.969999,158.050003,129.660004,22.889999,27.27,67.879997,3.18
2024-03-04,20.290001,156.699997,123.970001,22.93,26.5,67.059998,3.25
2024-03-05,19.66,159.059998,125.089996,22.49,26.459999,67.610001,3.07
2024-03-06,20.35,158.419998,125.360001,24.299999,27.530001,70.360001,2.98
2024-03-07,20.76,160.350006,129.690002,25.860001,27.790001,75.260002,2.9
2024-03-08,20.629999,161.350006,130.279999,28.049999,28.18,75.720001,3.03
2024-03-11,20.59,162.160004,128.690002,28.92,29.17,74.489998,2.95
2024-03-12,20.219999,159.380005,121.0,29.41,28.49,72.139999,2.75
2024-03-13,19.559999,158.039993,118.169998,29.209999,27.67,67.849998,2.64
2024-03-14,19.379999,149.389999,110.410004,27.110001,26.0,64.57,2.67
2024-03-15,19.440001,147.419998,107.730003,26.690001,26.370001,61.560001,2.83
2024-03-18,19.139999,149.479996,111.190002,26.200001,26.459999,62.700001,2.82
2024-03-19,18.709999,147.479996,109.160004,26.23,26.450001,62.25,2.76
2024-03-20,19.25,151.020004,113.699997,27.08,24.9,65.449997,2.98
2024-03-21,18.82,152.679993,115.379997,26.809999,23.66,66.730003,2.99
2024-03-22,18.18,153.309998,114.610001,27.469999,22.43,64.699997,2.75
2024-03-25,18.360001,154.770004,111.050003,26.59,22.17,64.019997,2.57
2024-03-26,17.98,153.160004,109.349998,26.34,22.51,63.43,2.49
2024-03-27,19.4,167.449997,119.800003,26.709999,24.74,69.690002,2.87
2024-03-28,19.76,168.800003,120.980003,28.15,25.190001,70.980003,3.0
2024-04-01,19.709999,171.869995,118.290001,28.040001,25.200001,70.959999,2.9
2024-04-02,19.110001,167.169998,113.550003,26.98,23.91,66.889999,2.8
2024-04-03,19.43,166.729996,118.599998,26.91,24.34,68.389999,2.9
2024-04-04,18.540001,171.460007,120.779999,26.700001,23.83,68.769997,2.85
2024-04-05,17.15,174.600006,112.269997,27.040001,23.27,66.690002,2.66
2024-04-08,17.370001,179.220001,115.239998,25.92,23.68,66.949997,2.62
2024-04-09,18.74,184.699997,121.980003,26.959999,25.6,72.089996,2.76
2024-04-10,17.360001,185.289993,119.599998,25.709999,25.32,70.699997,2.55
